Drift,Temp
-0.006919, 14.392957
-0.006970, 14.195445
-0.006741, 14.392792
-0.006849, 14.294225
-0.006657, 14.293338
-0.006784, 14.477291
-0.006944, 14.015387
-0.006780, 14.230425
-0.006656, 14.163226
-0.006808, 14.097741
-0.006903, 14.000041
-0.006801, 13.904681
-0.006568, 14.000870
-0.006828, 14.196503
-0.006771, 14.095446
-0.006821, 14.003988
-0.006568, 14.196613
-0.006638, 13.999988
-0.006630, 13.903510
-0.006687, 14.099226
-0.006731, 14.098212
-0.006956, 14.001514
-0.006518, 13.902764
-0.006834, 14.001447
-0.006692, 14.002178
-0.006542, 14.001130
-0.006698, 13.805545
-0.006625, 13.804932
-0.006673, 13.684916
-0.006576, 13.685253
-0.006647, 13.685029
-0.006458, 13.679784
-0.006523, 13.807177
-0.006375, 13.609653
-0.006647, 14.000890
-0.006404, 13.706785
-0.006547, 13.804548
-0.006388, 14.098203
-0.006473, 13.708275
-0.006581, 13.902918
-0.006370, 13.704728
-0.006452, 13.614736
-0.006274, 13.073172
-0.006487, 13.295156
-0.006384, 13.681878
-0.006478, 13.804785
-0.006608, 13.566752
-0.006372, 13.490403
-0.006486, 13.283948
-0.006561, 13.511747
-0.006538, 13.414182
-0.006503, 13.552495
-0.006573, 13.375181
-0.006443, 13.311115
-0.006395, 13.490572
-0.006614, 13.444646
-0.006489, 13.143481
-0.006515, 13.587952
-0.006514, 13.489658
-0.006408, 13.195923
-0.006557, 13.264910
-0.006501, 13.224371
-0.006462, 13.311785
-0.006280, 13.376386
-0.006836, 13.357834
-0.006627, 13.231959
-0.006421, 13.001715
-0.006392, 13.000876
-0.006364, 13.098799
-0.006433, 13.001984
-0.006523, 13.098435
-0.006442, 13.099864
-0.006336, 13.148325
-0.006531, 13.146050
-0.006303, 13.099337
-0.006639, 13.097847
-0.006613, 13.099261
-0.006654, 12.935387
-0.006633, 13.165055
-0.006649, 13.196683
-0.006389, 13.000605
-0.006518, 13.098679
-0.006409, 12.708261
-0.006363, 13.195713
-0.006326, 12.904460
-0.006572, 13.098562
-0.006708, 13.000588
-0.006487, 13.002100
-0.006397, 12.707757
-0.006545, 13.002475
-0.006284, 12.904079
-0.006386, 12.902688
-0.006704, 13.001453
-0.006600, 13.040694
-0.006289, 12.898047
-0.006461, 12.672948
-0.006620, 12.795846
-0.006587, 12.913364
-0.006694, 13.001226
-0.006402, 12.805998
-0.006590, 12.902807
-0.006896, 12.805514
-0.006549, 13.000403
-0.006511, 12.708932
-0.006789, 12.904229
-0.006786, 12.707712
-0.006464, 12.904337
-0.006338, 12.804843
-0.006814, 12.610445
-0.006585, 12.804775
-0.006668, 12.904307
-0.006731, 12.904223
-0.006505, 12.708426
-0.006661, 12.799664
-0.006678, 12.519244
-0.006808, 12.459709
-0.006445, 12.565937
-0.006694, 12.609930
-0.006663, 12.708370
-0.006774, 12.902663
-0.006709, 12.806124
-0.006925, 12.609566
-0.006603, 12.804671
-0.006754, 12.903867
-0.006865, 12.451363
-0.006634, 12.966672
-0.006924, 12.317158
-0.006578, 12.804734
-0.006754, 12.806632
-0.006699, 12.337009
-0.006789, 12.396025
-0.006589, 12.609925
-0.006769, 12.462277
-0.006818, 12.490721
-0.006834, 12.682171
-0.006846, 12.609183
-0.006769, 12.470602
-0.006894, 12.359916
-0.006793, 12.425257
-0.006858, 12.699622
-0.006740, 12.804728
-0.006743, 12.356769
-0.006793, 12.277758
-0.006745, 12.407496
-0.006916, 12.519183
-0.006889, 12.513222
-0.006882, 12.609676
-0.007038, 12.609873
-0.006896, 12.489838
-0.006919, 12.340382
-0.006903, 12.151463
-0.007038, 12.391314
-0.006766, 12.409575
-0.007015, 12.376059
-0.006993, 12.357382
-0.006801, 12.525286
-0.007113, 12.205787
-0.006864, 12.284331
-0.007147, 12.391256
-0.006791, 12.587653
-0.007116, 12.293303
-0.007211, 12.488796
-0.006988, 12.295557
-0.006878, 12.171637
-0.007251, 12.419031
-0.007124, 12.801748
-0.007194, 12.317713
-0.007121, 12.611154
-0.007028, 12.513298
-0.007207, 12.500007
-0.006977, 12.197243
-0.007306, 12.646967
-0.007119, 12.414689
-0.006767, 12.122631
-0.007071, 12.484045
-0.007453, 12.294318
-0.007322, 12.098395
-0.007266, 12.588591
-0.007299, 12.316767
-0.007236, 12.368890
-0.007291, 12.294806
-0.007020, 12.294770
-0.007247, 12.392560

-0.007296, 12.761591
-0.007102, 12.556054
-0.007263, 12.130219
-0.007245, 12.587514
-0.007272, 12.233534
-0.007326, 12.452799
-0.007371, 12.277951
-0.007328, 12.115564
-0.007323, 12.518589
-0.007162, 12.317811
-0.007249, 12.609242
-0.007194, 12.218888
-0.007304, 12.218948
-0.007164, 12.414473
-0.007345, 12.150290
-0.007386, 12.286559
-0.007356, 12.220033
-0.007449, 12.179624

-0.008449, 9.805216
-0.008414, 10.001234
-0.008518, 10.000617
-0.008342, 10.000267
-0.008477, 10.000020
-0.008366, 10.000802
-0.008466, 10.000057
-0.008391, 10.001471
-0.008462, 10.001620
-0.008429, 10.000985
-0.008548, 10.001047
-0.008550, 10.001111
-0.008371, 10.001021
-0.008259, 10.001254
-0.008303, 10.001446
-0.008459, 10.001246
-0.008382, 10.001718
-0.008412, 10.000572
-0.008446, 10.001438
-0.008534, 10.000498
-0.008648, 10.001353
-0.008341, 10.000143
-0.008419, 10.001792
-0.008575, 10.001288
-0.008428, 10.000258
-0.008359, 9.903123
-0.008548, 9.903071
-0.008582, 10.000113
-0.008870, 10.000944
-0.008704, 10.001354
-0.008570, 10.000117
